42540564859810677390323731400585379840,42540564859811886316143346029760086015,24475,Office of Info.Tech. Admin. for Educational Development
42540564859811886316143346029760086016,42540564860410304596852587471239643135,4621,Office of Info.Tech. Admin. for Educational Development
42540564860410304596852587471239643136,42540564860411513522672202100414349311,4762,"Mahidol University, Thailand"
42540564860411513522672202100414349312,42540564860724625309952391056663248895,4621,Office of Info.Tech. Admin. for Educational Development
42540564860724625309952391056663248896,42540564860725834235772005685837955071,137198,Phranakorn Rajabhat University
42540564860725834235772005685837955072,42540564860729461013230849573362073599,4621,Office of Info.Tech. Admin. for Educational Development
42540564860729461013230849573362073600,42540564860730669939050464202536779775,17827,Office of Info.Tech. Admin. for Educational Development
42540564860730669939050464202536779776,42540564861028065690675662979514499071,4621,Office of Info.Tech. Admin. for Educational Development
42540564861028065690675662979514499072,42540564861029274616495277608689205247,3839,Chulalongkorn University
42540564861029274616495277608689205248,42540564861036528171412965383737442303,4621,Office of Info.Tech. Admin. for Educational Development
42540564861036528171412965383737442304,42540564861037737097232580012912148479,137261,Education Network
42540564861037737097232580012912148480,42540564861647035710318353116964061183,4621,Office of Info.Tech. Admin. for Educational Development
42540564861647035710318353116964061184,42540564861648244636137967746138767359,38589,Education Network
42540564861648244636137967746138767360,42540564861653080339416426262837592063,4621,Office of Info.Tech. Admin. for Educational Development
42540564861653080339416426262837592064,42540564861654289265236040892012298239,4762,"Mahidol University, Thailand"
42540564861654289265236040892012298240,42540564866913116580559677801984163839,4621,Office of Info.Tech. Admin. for Educational Development
42540564866913116580559677801984163840,42540564866914325506379292431158870015,132482,Office of Info.Tech. Admin. for Educational Development
42540564866914325506379292431158870016,42540564866915534432198907060333576191,4621,Office of Info.Tech. Admin. for Educational Development
42540564866915534432198907060333576192,42540564866916743358018521689508282367,4762,"Mahidol University, Thailand"
42540564866916743358018521689508282368,42540564867226228367839866758233063423,4621,Office of Info.Tech. Admin. for Educational Development
42540564867226228367839866758233063424,42540564867227437293659481387407769599,141714,Office of Info.Tech. Admin. for Educational Development
42540564867227437293659481387407769600,42540564867843989461662942266507919359,4621,Office of Info.Tech. Admin. for Educational Development
42540564867843989461662942266507919360,42540564867845198387482556895682625535,135528,Office of Info.Tech. Admin. for Educational Development
42540564867845198387482556895682625536,42540564874652659677732533778453102591,4621,Office of Info.Tech. Admin. for Educational Development
42540564874652659677732533778453102592,42540564874653868603552148407627808767,137241,Office of Info.Tech. Admin. for Educational Development
42540564874653868603552148407627808768,42540564879604419834874054878049599487,4621,Office of Info.Tech. Admin. for Educational Development
42540564879604419834874054878049599488,42540564879605628760693669507224305663,17479,Office of Info.Tech. Admin. for Educational Development
42540564879605628760693669507224305664,42540564881149427032341550963324092415,4621,Office of Info.Tech. Admin. for Educational Development
42540564881149427032341550963324092416,42540564881150635958161165592498798591,137850,Office of Info.Tech. Admin. for Educational Development
42540564881150635958161165592498798592,42540564899410251537620524647260880895,4621,Office of Info.Tech. Admin. for Educational Development
42540564899410251537620524647260880896,42540564899411460463440139276435587071,135616,Office of Info.Tech. Admin. for Educational Development
42540564899411460463440139276435587072,42540564899412669389259753905610293247,9464,Prince of Songkla University
42540564899412669389259753905610293248,42540564899413878315079368534784999423,4621,Office of Info.Tech. Admin. for Educational Development
42540564899413878315079368534784999424,42540564899415087240898983163959705599,9464,Prince of Songkla University
42540564899415087240898983163959705600,42540564899417505092538212422309117951,4621,Office of Info.Tech. Admin. for Educational Development
