3027122637303185408,3175033858672295935,DE
3175033858672295936,3175033858855796735,ZA
3175033858855796736,19342816288867925651095551,GB
19342816288867925651095552,4951760160316554958268792831,ZA
218278499874083060278759012075307008,218278499875291986098373641250013183,IL
42535295865117307932921825928971026432,42540488161975842760550356425300246527,CH
42540488161975842760550356425300246528,42540488241204005274814694018844196863,US
42540488241204005274814694018844196864,42540488320432167789079031612388147199,CH
42540488320432167789079031612388147200,42540488320433376714898646241562853375,US
42540488320433376714898646241562853376,42540488399660330303343369205932097535,CH
42540488399660330303343369205932097536,42540488478888492817607706799476047871,US
42540488478888492817607706799476047872,42540488479219738492182115193345540095,CH
42540488479219738492182115193345540096,42540488479220947418001729822520246271,DE
42540488479220947418001729822520246272,42540488558116655331872044393019998207,CH
42540488558116655331872044393019998208,42540488558117864257691659022194704383,NL
42540488558117864257691659022194704384,42540488558119073183511273651369410559,TR
42540488558119073183511273651369410560,42540488558120282109330888280544116735,NL
42540488558120282109330888280544116736,42540488558121491035150502909718822911,US
42540488558121491035150502909718822912,42540488558122699960970117538893529087,NL
42540488558122699960970117538893529088,42540488558123908886789732168068235263,BE
42540488558123908886789732168068235264,42540488637344817846136381986563948543,NL
42540488637344817846136381986563948544,42540489429626442988779757922003451903,CH
42540489429626442988779757922003451904,42540491964927643445238560915409862655,US
42540491964927643445238560915409862656,42540528726795050063891204319802818559,CH
42540528726795050063891204319802818560,42540528727168608142152124734787026943,JP
42540528727168608142152124734787026944,42540528727169817067971739363961733119,US
42540528727169817067971739363961733120,42540528727252024023705534147841753087,JP
42540528727252024023705534147841753088,42540528727254441875344763406191165439,US
42540528727254441875344763406191165440,42540528806023212578155541913346768895,JP
42540528806023212578155541913346768896,42540529360620350178005905068154421247,AU
42540529360620350178005905068154421248,42540529439848512692270242661698371583,SG
42540529439848512692270242661698371584,42540530628270950406235306564857626623,AU
42540530628270950406235306564857626624,42540530638192604626259312275380764671,JP
42540530638192604626259312275380764672,42540530638192604663152800422799867903,US
42540530638192604663152800422799867904,42540530643126230951446846158485323775,JP
42540530643126230951446846158485323776,42540530643127439803479484492821823487,US
42540530643127439803479484492821823488,42540530643132275506757943009520648191,JP
42540530643132275506757943009520648192,42540530643133484432577557638695354367,US
42540530643133484432577557638695354368,42540530648079199960621005592418320383,JP
42540530648079199960621005592418320384,42540530648079199979067749666127871999,SG
42540530648079199979067749666127872000,42540530657983929200723662420786020351,JP
42540530657983929200723662420786020352,42540530657985138126543277049960726527,HK
42540530657985138126543277049960726528,42540530707499112920499644158401576959,JP
42540530707499112920499644158401576960,42540531262096250520350007313209229311,AU
42540531262096250520350007313209229312,42540531341324413034614344906753179647,KR
42540531341324413034614344906753179648,42540531579008900577407357687385030655,AU
42540531579008900577407357687385030656,42540531895921550634464708061560831999,BE
42540531895921550634464708061560832000,42540532529746850748579408809912434687,AU
42540532529746850748579408809912434688,42540532608975013262843746403456385023,KR
42540532608975013262843746403456385024,42540533797397450976808810306615640063,AU
42540533797397450976808810306615640064,42540533876625613491073147900159590399,JP
42540533876625613491073147900159590400,42540535065048051205038211803318845439,AU
42540535065048051205038211803318845440,42540535619645188804888574958126497791,CN
42540535619645188804888574958126497792,42540535698873351319152912551670448127,AU
42540535698873351319152912551670448128,42540535778101513833417250145214398463,JP
42540535778101513833417250145214398464,42540536332698651433267613300022050815,AU
42540536332698651433267613300022050816,42540536411926813947531950893566001151,JP
42540536411926813947531950893566001152,42540536966523951547382314048373653503,AU
42540536966523951547382314048373653504,42540537045752114061646651641917603839,JP
42540537045752114061646651641917603840,42540537600349251661497014796725256191,AU
42540537600349251661497014796725256192,42540537679577414175761352390269206527,KR
42540537679577414175761352390269206528,42540538234174551775611715545076858879,AU
42540538234174551775611715545076858880,42540538313402714289876053138620809215,JP
42540538313402714289876053138620809216,42540538867999851889726416293428461567,AU
42540538867999851889726416293428461568,42540538947228014403990753886972411903,KR
42540538947228014403990753886972411904,42540539501825152003841117041780064255,AU
42540539501825152003841117041780064256,42540539581053314518105454635324014591,TW
42540539581053314518105454635324014592,42540540135650452117955817790131666943,AU
42540540135650452117955817790131666944,42540540214878614632220155383675617279,KR
42540540214878614632220155383675617280,42540540769475752232070518538483269631,AU
42540540769475752232070518538483269632,42540540848703914746334856132027219967,JP
42540540848703914746334856132027219968,42540541403301052346185219286834872319,AU
42540541403301052346185219286834872320,42540541482529214860449556880378822655,JP
42540541482529214860449556880378822656,42540542037126352460299920035186475007,AU
42540542037126352460299920035186475008,42540542116354514974564257628730425343,JP
42540542116354514974564257628730425344,42540542670951652574414620783538077695,AU
42540542670951652574414620783538077696,42540542750179815088678958377082028031,KR
42540542750179815088678958377082028032,42540543304776952688529321531889680383,BE
42540543304776952688529321531889680384,42540543463233277717057996718977581055,KR
42540543463233277717057996718977581056,42540543938602252802644022280241283071,AU
42540543938602252802644022280241283072,42540544017830415316908359873785233407,JP
42540544017830415316908359873785233408,42540544572427552916758723028592885759,AU
42540544572427552916758723028592885760,42540544651655715431023060622136836095,JP
42540544651655715431023060622136836096,42540545840078153144988124525296091135,AU
42540545840078153144988124525296091136,42540545919306315659252462118840041471,KR
